SKU,ItemID,ItemName,Sku Name,Category Name, RetailPrice ,DS vs Inventoried,Exclusivity,Item Live Date,HandMade,IsUSA,Repeat,EarlyApproval,ImageURL,Vendors
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Hawaii,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000010_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Idaho,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000011_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Illinois,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000012_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Indiana,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000013_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Iowa,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000014_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Kansas,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000015_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Kentucky,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000016_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Louisiana,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000017_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Maine,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000018_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Maryland,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000019_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Massachusetts,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000020_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Michigan,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000021_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Minnesota,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000022_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Mississippi,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000023_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Missouri,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000024_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Montana,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000025_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Nebraska,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000026_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Nevada,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000027_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: New Hampshire,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000028_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: New Jersey,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000029_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: New Mexico,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000030_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: New York,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000031_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: North Carolina,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000032_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: North Dakota,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000033_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Ohio,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000034_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Oklahoma,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000035_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Oregon,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000036_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Pennsylvania,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000037_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Rhode Island,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000038_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: South Carolina,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000039_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: South Dakota,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000040_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Tennessee,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000041_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Texas,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000042_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Utah,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000043_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Washington,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000044_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: West Virginia,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000045_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Wisconsin,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000046_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Wyoming,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000047_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Vermont,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147310000048_1_1200px.webp,Catstudio
147000000000,14731,Hand Embroidered State Pillows,Hand Embroidered State Pillow: Virginia,Home Decor,$225.00 ,DS,Non-Exclusive,4/3/2007,Yes,No,REPEAT,TRUE,#N/A,Catstudio
147000000000,14732,Hand Embroidered City Pillows,Hand Embroidered City Pillow: Atlanta,Home Decor,$225.00 ,DS,Non-Exclusive,5/2/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147320000000_1_1200px.webp,Catstudio
147000000000,14732,Hand Embroidered City Pillows,Hand Embroidered City Pillow: Austin,Home Decor,$225.00 ,DS,Non-Exclusive,5/2/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147320000001_1_1200px.webp,Catstudio
147000000000,14732,Hand Embroidered City Pillows,Hand Embroidered City Pillow: Brooklyn,Home Decor,$225.00 ,DS,Non-Exclusive,5/2/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147320000002_1_1200px.webp,Catstudio
147000000000,14732,Hand Embroidered City Pillows,Hand Embroidered City Pillow: Boston,Home Decor,$254.00 ,DS,Non-Exclusive,5/2/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147320000003_1_1200px.webp,Catstudio
147000000000,14732,Hand Embroidered City Pillows,Hand Embroidered City Pillow: Chicago,Home Decor,$225.00 ,DS,Non-Exclusive,5/2/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147320000004_1_1200px.webp,Catstudio
147000000000,14732,Hand Embroidered City Pillows,Hand Embroidered City Pillow: Dallas,Home Decor,$225.00 ,DS,Non-Exclusive,5/2/2007,Yes,No,REPEAT,TRUE,https://images.uncommongoods.com/images/items/14700/147320000005_1_1200px.webp,Catstudio
